OrderID,Date,Customer,Product,Category,Quantity,Price
1104,25-06-2023,Rahul Mehta,Pen,Stationery,4,20
1105,20-11-2023,Amit Sharma,Marker,Stationery,1,35
1106,09-06-2023,Vikas Patel,Headphones,Electronics,2,1299
1107,05-06-2023,Neha Verma,Smartphone,Electronics,2,15999
1108,20-07-2023,Karan Singh,Laptop,Electronics,2,45999
1109,20-09-2023,Rohit Gupta,Chair,Furniture,3,1999
1110,21-11-2023,Sneha Jain,Printer,Electronics,5,8999
1111,24-04-2023,Amit Sharma,Notebook,Stationery,5,99
1112,28-04-2023,Priya Singh,Marker,Stationery,5,35
1113,13-12-2023,Anjali Sharma,Mouse,Electronics,5,499
1114,02-01-2023,Vikas Patel,Pen,Stationery,1,20
1115,15-06-2023,Anjali Sharma,Desk,Furniture,1,3499
1116,08-03-2023,Pooja Sharma,Chair,Furniture,3,1999
1117,05-03-2023,Pooja Sharma,Notebook,Stationery,3,99
1118,06-07-2023,Sneha Jain,Mouse,Electronics,1,499
1119,09-09-2023,Pooja Sharma,Desk,Furniture,3,3499
1120,26-12-2023,Anjali Sharma,Desk,Furniture,2,3499
1121,19-09-2023,Karan Singh,Mouse,Electronics,4,499
1122,20-09-2023,Rahul Mehta,Chair,Furniture,2,1999
1123,13-10-2023,Anjali Sharma,Notebook,Stationery,5,99
1124,17-05-2023,Amit Sharma,Laptop,Electronics,5,45999
1125,10-09-2023,Priya Singh,Pen,Stationery,1,20
1126,01-05-2023,Rohit Gupta,Laptop,Electronics,3,45999
1127,08-01-2023,Neha Verma,Headphones,Electronics,5,1299
1128,25-02-2023,Pooja Sharma,Laptop,Electronics,5,45999
1129,09-01-2023,Rohit Gupta,Laptop,Electronics,3,45999
1130,12-05-2023,Amit Sharma,Printer,Electronics,2,8999
1131,03-08-2023,Priya Singh,Chair,Furniture,1,1999
1132,14-07-2023,Neha Verma,Desk,Furniture,3,3499
1133,27-03-2023,Amit Sharma,Printer,Electronics,1,8999
1134,17-07-2023,Sneha Jain,Desk,Furniture,3,3499
1135,07-10-2023,Rahul Mehta,Mouse,Electronics,3,499
1136,02-05-2023,Vikas Patel,Printer,Electronics,5,8999
1137,19-10-2023,Rohit Gupta,Marker,Stationery,4,35
1138,15-09-2023,Rahul Mehta,Laptop,Electronics,4,45999
1139,27-05-2023,Karan Singh,Marker,Stationery,3,35
1140,24-07-2023,Pooja Sharma,Printer,Electronics,3,8999
1141,10-04-2023,Pooja Sharma,Headphones,Electronics,3,1299
1142,02-08-2023,Amit Sharma,Notebook,Stationery,3,99
1143,13-03-2023,Amit Sharma,Marker,Stationery,1,35
1144,19-04-2023,Vikas Patel,Chair,Furniture,4,1999
1145,15-09-2023,Rohit Gupta,Pen,Stationery,5,20
1146,14-10-2023,Amit Sharma,Mouse,Electronics,1,499
1147,19-05-2023,Anjali Sharma,Chair,Furniture,5,1999
1148,27-07-2023,Amit Sharma,Headphones,Electronics,4,1299
1149,21-06-2023,Amit Sharma,Marker,Stationery,3,35
1150,13-03-2023,Neha Verma,Laptop,Electronics,4,45999
1151,23-11-2023,Anjali Sharma,Notebook,Stationery,5,99
1152,01-02-2023,Anjali Sharma,Desk,Furniture,1,3499
1153,26-03-2023,Rahul Mehta,Notebook,Stationery,2,99
1154,04-02-2023,Anjali Sharma,Pen,Stationery,1,20
1155,23-12-2023,Karan Singh,Chair,Furniture,5,1999
1156,06-07-2023,Karan Singh,Smartphone,Electronics,4,15999
1157,22-09-2023,Pooja Sharma,Smartphone,Electronics,2,15999
1158,01-11-2023,Rohit Gupta,Printer,Electronics,5,8999
1159,15-08-2023,Priya Singh,Marker,Stationery,2,35
1160,31-12-2023,Anjali Sharma,Chair,Furniture,3,1999
1161,16-04-2023,Karan Singh,Notebook,Stationery,5,99
1162,27-06-2023,Amit Sharma,Mouse,Electronics,1,499
1163,31-07-2023,Sneha Jain,Headphones,Electronics,4,1299
1164,31-07-2023,Pooja Sharma,Headphones,Electronics,2,1299
1165,20-02-2023,Priya Singh,Mouse,Electronics,1,499
1166,25-10-2023,Vikas Patel,Printer,Electronics,1,8999
1167,11-11-2023,Sneha Jain,Pen,Stationery,2,20
1168,10-06-2023,Karan Singh,Chair,Furniture,1,1999
1169,19-01-2023,Karan Singh,Mouse,Electronics,4,499
1170,18-07-2023,Pooja Sharma,Mouse,Electronics,4,499
1171,03-05-2023,Anjali Sharma,Chair,Furniture,3,1999
1172,18-01-2023,Karan Singh,Notebook,Stationery,3,99
1173,12-04-2023,Neha Verma,Desk,Furniture,4,3499
1174,20-06-2023,Anjali Sharma,Printer,Electronics,1,8999
1175,24-10-2023,Amit Sharma,Pen,Stationery,4,20
1176,30-07-2023,Amit Sharma,Laptop,Electronics,3,45999
1177,03-02-2023,Pooja Sharma,Mouse,Electronics,4,499
1178,10-04-2023,Pooja Sharma,Printer,Electronics,2,8999
1179,15-11-2023,Amit Sharma,Printer,Electronics,3,8999
1180,25-01-2023,Priya Singh,Headphones,Electronics,2,1299
1181,15-04-2023,Amit Sharma,Printer,Electronics,4,8999
1182,07-01-2023,Karan Singh,Pen,Stationery,4,20
1183,03-02-2023,Karan Singh,Pen,Stationery,1,20
1184,29-12-2023,Rahul Mehta,Pen,Stationery,2,20
1185,16-05-2023,Anjali Sharma,Mouse,Electronics,5,499
1186,22-10-2023,Anjali Sharma,Marker,Stationery,3,35
1187,15-06-2023,Rohit Gupta,Printer,Electronics,2,8999
1188,22-01-2023,Anjali Sharma,Desk,Furniture,2,3499
1189,06-02-2023,Priya Singh,Marker,Stationery,2,35
1190,21-08-2023,Neha Verma,Notebook,Stationery,2,99
1191,16-05-2023,Priya Singh,Chair,Furniture,5,1999
1192,22-06-2023,Anjali Sharma,Notebook,Stationery,5,99
1193,17-02-2023,Neha Verma,Laptop,Electronics,3,45999
1194,28-05-2023,Karan Singh,Pen,Stationery,1,20
1195,04-01-2023,Pooja Sharma,Chair,Furniture,3,1999
1196,21-11-2023,Pooja Sharma,Marker,Stationery,5,35
1197,13-07-2023,Pooja Sharma,Pen,Stationery,1,20
1198,31-03-2023,Rohit Gupta,Chair,Furniture,2,1999
1199,15-07-2023,Rohit Gupta,Pen,Stationery,2,20
1200,14-08-2023,Neha Verma,Chair,Furniture,5,1999
1201,29-03-2023,Rohit Gupta,Desk,Furniture,3,3499
1202,27-12-2023,Karan Singh,Marker,Stationery,3,35
1203,16-07-2023,Pooja Sharma,Chair,Furniture,2,1999
1204,07-05-2023,Neha Verma,Smartphone,Electronics,4,15999
1205,17-02-2023,Rohit Gupta,Printer,Electronics,2,8999
1206,24-01-2023,Rahul Mehta,Smartphone,Electronics,5,15999
1207,18-06-2023,Amit Sharma,Pen,Stationery,3,20
1208,19-01-2023,Rohit Gupta,Chair,Furniture,3,1999
1209,21-11-2023,Pooja Sharma,Notebook,Stationery,1,99
1210,04-11-2023,Priya Singh,Marker,Stationery,5,35
1211,06-12-2023,Sneha Jain,Chair,Furniture,4,1999
1212,27-04-2023,Pooja Sharma,Desk,Furniture,5,3499
1213,28-10-2023,Karan Singh,Mouse,Electronics,1,499
1214,13-05-2023,Sneha Jain,Laptop,Electronics,3,45999
1215,07-06-2023,Rohit Gupta,Mouse,Electronics,4,499
1216,23-11-2023,Vikas Patel,Laptop,Electronics,2,45999
1217,04-01-2023,Neha Verma,Smartphone,Electronics,2,15999
1218,02-06-2023,Anjali Sharma,Pen,Stationery,4,20
1219,16-01-2023,Neha Verma,Chair,Furniture,5,1999
1220,11-07-2023,Sneha Jain,Printer,Electronics,4,8999
1221,28-03-2023,Rohit Gupta,Mouse,Electronics,1,499
1222,10-02-2023,Amit Sharma,Notebook,Stationery,1,99
1223,03-10-2023,Rohit Gupta,Marker,Stationery,1,35
1224,26-02-2023,Rahul Mehta,Marker,Stationery,3,35
1225,01-11-2023,Rohit Gupta,Notebook,Stationery,5,99
1226,05-11-2023,Rohit Gupta,Chair,Furniture,4,1999
1227,01-05-2023,Pooja Sharma,Marker,Stationery,1,35
1228,12-11-2023,Priya Singh,Notebook,Stationery,4,99
1229,30-10-2023,Sneha Jain,Headphones,Electronics,3,1299
1230,21-07-2023,Neha Verma,Pen,Stationery,1,20
1231,01-08-2023,Amit Sharma,Notebook,Stationery,1,99
1232,16-05-2023,Priya Singh,Chair,Furniture,4,1999
1233,25-08-2023,Pooja Sharma,Desk,Furniture,4,3499
1234,18-03-2023,Amit Sharma,Mouse,Electronics,1,499
1235,17-12-2023,Neha Verma,Laptop,Electronics,2,45999
1236,09-06-2023,Karan Singh,Laptop,Electronics,3,45999
1237,18-08-2023,Amit Sharma,Mouse,Electronics,5,499
1238,17-04-2023,Sneha Jain,Desk,Furniture,1,3499
1239,13-07-2023,Rohit Gupta,Headphones,Electronics,5,1299
1240,17-05-2023,Neha Verma,Notebook,Stationery,2,99
1241,10-02-2023,Rohit Gupta,Pen,Stationery,3,20
1242,27-06-2023,Vikas Patel,Chair,Furniture,5,1999
1243,27-04-2023,Karan Singh,Notebook,Stationery,4,99
1244,24-04-2023,Karan Singh,Printer,Electronics,4,8999
1245,17-08-2023,Sneha Jain,Smartphone,Electronics,2,15999
1246,29-05-2023,Amit Sharma,Mouse,Electronics,5,499
1247,02-02-2023,Sneha Jain,Mouse,Electronics,1,499
1248,28-08-2023,Karan Singh,Laptop,Electronics,3,45999
1249,25-07-2023,Karan Singh,Pen,Stationery,3,20
1250,30-03-2023,Rohit Gupta,Chair,Furniture,5,1999
1251,16-09-2023,Amit Sharma,Desk,Furniture,1,3499
1252,16-10-2023,Neha Verma,Notebook,Stationery,4,99
1253,27-03-2023,Vikas Patel,Headphones,Electronics,2,1299
1254,25-01-2023,Karan Singh,Chair,Furniture,1,1999
1255,28-03-2023,Rohit Gupta,Headphones,Electronics,4,1299
1256,08-04-2023,Amit Sharma,Mouse,Electronics,1,499
1257,31-07-2023,Rahul Mehta,Desk,Furniture,5,3499
1258,20-01-2023,Vikas Patel,Mouse,Electronics,2,499
1259,29-10-2023,Pooja Sharma,Headphones,Electronics,1,1299
1260,21-09-2023,Amit Sharma,Marker,Stationery,2,35
1261,26-08-2023,Vikas Patel,Marker,Stationery,1,35
1262,12-12-2023,Amit Sharma,Desk,Furniture,4,3499
1263,04-05-2023,Karan Singh,Smartphone,Electronics,3,15999
1264,29-11-2023,Karan Singh,Marker,Stationery,2,35
1265,16-04-2023,Amit Sharma,Pen,Stationery,4,20
1266,15-08-2023,Anjali Sharma,Printer,Electronics,5,8999
1267,25-09-2023,Rahul Mehta,Smartphone,Electronics,4,15999
1268,14-04-2023,Anjali Sharma,Smartphone,Electronics,2,15999
1269,30-08-2023,Amit Sharma,Chair,Furniture,5,1999
1270,27-09-2023,Anjali Sharma,Pen,Stationery,5,20
1271,19-07-2023,Sneha Jain,Printer,Electronics,3,8999
1272,08-04-2023,Vikas Patel,Chair,Furniture,5,1999
1273,23-06-2023,Pooja Sharma,Marker,Stationery,2,35
1274,30-12-2023,Neha Verma,Laptop,Electronics,1,45999
1275,13-04-2023,Neha Verma,Desk,Furniture,3,3499
1276,09-12-2023,Sneha Jain,Notebook,Stationery,3,99
1277,25-09-2023,Sneha Jain,Smartphone,Electronics,1,15999
1278,19-06-2023,Neha Verma,Smartphone,Electronics,4,15999
1279,16-03-2023,Karan Singh,Mouse,Electronics,3,499
1280,27-09-2023,Priya Singh,Chair,Furniture,1,1999
1281,07-12-2023,Sneha Jain,Printer,Electronics,1,8999
1282,14-12-2023,Pooja Sharma,Smartphone,Electronics,5,15999
1283,07-06-2023,Pooja Sharma,Marker,Stationery,2,35
1284,17-12-2023,Priya Singh,Notebook,Stationery,4,99
1285,19-03-2023,Karan Singh,Smartphone,Electronics,4,15999
1286,14-02-2023,Rahul Mehta,Chair,Furniture,2,1999
1287,07-02-2023,Neha Verma,Pen,Stationery,4,20
1288,10-03-2023,Pooja Sharma,Printer,Electronics,1,8999
1289,11-07-2023,Neha Verma,Smartphone,Electronics,4,15999
1290,30-07-2023,Amit Sharma,Smartphone,Electronics,2,15999
1291,22-01-2023,Amit Sharma,Desk,Furniture,1,3499
1292,28-12-2023,Priya Singh,Mouse,Electronics,1,499
1293,30-05-2023,Priya Singh,Marker,Stationery,3,35
1294,17-09-2023,Anjali Sharma,Laptop,Electronics,1,45999
1295,12-12-2023,Karan Singh,Pen,Stationery,4,20
1296,12-12-2023,Pooja Sharma,Laptop,Electronics,4,45999
1297,06-02-2023,Sneha Jain,Chair,Furniture,5,1999
1298,01-07-2023,Sneha Jain,Headphones,Electronics,3,1299
1299,17-01-2023,Amit Sharma,Marker,Stationery,3,35
1300,23-07-2023,Sneha Jain,Smartphone,Electronics,1,15999
1301,29-05-2023,Priya Singh,Pen,Stationery,1,20
1302,07-05-2023,Sneha Jain,Notebook,Stationery,3,99
1303,23-08-2023,Pooja Sharma,Headphones,Electronics,2,1299
1304,27-02-2023,Amit Sharma,Desk,Furniture,4,3499
1305,04-05-2023,Sneha Jain,Pen,Stationery,4,20
1306,26-09-2023,Amit Sharma,Smartphone,Electronics,5,15999
1307,17-03-2023,Neha Verma,Chair,Furniture,5,1999
1308,09-08-2023,Vikas Patel,Printer,Electronics,4,8999
1309,03-06-2023,Priya Singh,Mouse,Electronics,4,499
1310,22-01-2023,Rohit Gupta,Marker,Stationery,5,35
1311,04-08-2023,Amit Sharma,Pen,Stationery,3,20
1312,02-07-2023,Vikas Patel,Chair,Furniture,2,1999
1313,04-02-2023,Pooja Sharma,Notebook,Stationery,3,99
1314,28-09-2023,Vikas Patel,Laptop,Electronics,4,45999
1315,12-01-2023,Neha Verma,Mouse,Electronics,3,499
1316,13-08-2023,Vikas Patel,Mouse,Electronics,5,499
1317,05-08-2023,Karan Singh,Laptop,Electronics,4,45999
1318,15-03-2023,Anjali Sharma,Chair,Furniture,3,1999
1319,11-12-2023,Karan Singh,Laptop,Electronics,2,45999
1320,28-12-2023,Amit Sharma,Mouse,Electronics,1,499
1321,02-10-2023,Priya Singh,Mouse,Electronics,1,499
1322,30-11-2023,Neha Verma,Mouse,Electronics,1,499
1323,16-09-2023,Sneha Jain,Smartphone,Electronics,3,15999
1324,18-08-2023,Amit Sharma,Marker,Stationery,3,35
1325,18-05-2023,Karan Singh,Laptop,Electronics,4,45999
1326,11-04-2023,Sneha Jain,Desk,Furniture,4,3499
1327,01-12-2023,Karan Singh,Printer,Electronics,1,8999
1328,08-08-2023,Priya Singh,Pen,Stationery,1,20
1329,24-03-2023,Pooja Sharma,Pen,Stationery,5,20
1330,06-09-2023,Anjali Sharma,Headphones,Electronics,3,1299
1331,03-03-2023,Rohit Gupta,Chair,Furniture,1,1999
1332,23-05-2023,Priya Singh,Mouse,Electronics,5,499
1333,11-07-2023,Neha Verma,Pen,Stationery,5,20
1334,16-10-2023,Rohit Gupta,Printer,Electronics,5,8999
1335,20-05-2023,Karan Singh,Smartphone,Electronics,5,15999
1336,16-04-2023,Sneha Jain,Printer,Electronics,4,8999
1337,23-04-2023,Rahul Mehta,Laptop,Electronics,3,45999
1338,15-06-2023,Neha Verma,Chair,Furniture,1,1999
1339,04-10-2023,Pooja Sharma,Notebook,Stationery,3,99
1340,12-03-2023,Karan Singh,Desk,Furniture,5,3499
1341,29-04-2023,Anjali Sharma,Desk,Furniture,4,3499
1342,09-06-2023,Neha Verma,Chair,Furniture,1,1999
1343,14-03-2023,Pooja Sharma,Pen,Stationery,4,20
1344,30-05-2023,Amit Sharma,Pen,Stationery,5,20
1345,14-04-2023,Amit Sharma,Smartphone,Electronics,2,15999
1346,13-04-2023,Rohit Gupta,Marker,Stationery,3,35
1347,20-10-2023,Anjali Sharma,Chair,Furniture,2,1999
1348,04-03-2023,Amit Sharma,Notebook,Stationery,1,99
1349,16-08-2023,Amit Sharma,Desk,Furniture,1,3499
1350,17-01-2023,Sneha Jain,Mouse,Electronics,5,499
1351,12-06-2023,Vikas Patel,Laptop,Electronics,2,45999
1352,19-11-2023,Amit Sharma,Headphones,Electronics,4,1299
1353,29-12-2023,Karan Singh,Chair,Furniture,4,1999
1354,03-12-2023,Neha Verma,Marker,Stationery,3,35
1355,19-04-2023,Karan Singh,Desk,Furniture,2,3499
1356,30-08-2023,Vikas Patel,Printer,Electronics,5,8999
1357,18-02-2023,Rohit Gupta,Pen,Stationery,4,20
1358,08-04-2023,Neha Verma,Pen,Stationery,4,20
1359,25-11-2023,Rohit Gupta,Chair,Furniture,2,1999
1360,03-04-2023,Anjali Sharma,Headphones,Electronics,3,1299
1361,22-11-2023,Rohit Gupta,Marker,Stationery,5,35
1362,21-09-2023,Neha Verma,Pen,Stationery,4,20
1363,30-08-2023,Neha Verma,Mouse,Electronics,3,499
1364,02-06-2023,Neha Verma,Headphones,Electronics,5,1299
1365,29-09-2023,Priya Singh,Mouse,Electronics,1,499
1366,28-05-2023,Priya Singh,Notebook,Stationery,3,99
1367,17-12-2023,Priya Singh,Headphones,Electronics,5,1299
1368,08-03-2023,Vikas Patel,Laptop,Electronics,4,45999
1369,08-07-2023,Neha Verma,Laptop,Electronics,3,45999
1370,11-08-2023,Pooja Sharma,Chair,Furniture,2,1999
1371,29-12-2023,Anjali Sharma,Headphones,Electronics,3,1299
1372,05-05-2023,Karan Singh,Printer,Electronics,1,8999
1373,23-01-2023,Priya Singh,Headphones,Electronics,4,1299
1374,20-09-2023,Rahul Mehta,Laptop,Electronics,4,45999
1375,09-04-2023,Vikas Patel,Notebook,Stationery,5,99
1376,27-03-2023,Priya Singh,Pen,Stationery,3,20
1377,09-09-2023,Karan Singh,Notebook,Stationery,5,99
1378,15-09-2023,Priya Singh,Marker,Stationery,5,35
1379,16-12-2023,Sneha Jain,Headphones,Electronics,5,1299
1380,12-11-2023,Karan Singh,Marker,Stationery,3,35
1381,13-10-2023,Vikas Patel,Marker,Stationery,5,35
1382,22-05-2023,Vikas Patel,Smartphone,Electronics,2,15999
1383,17-09-2023,Pooja Sharma,Mouse,Electronics,1,499
1384,15-01-2023,Anjali Sharma,Mouse,Electronics,3,499
1385,18-03-2023,Amit Sharma,Headphones,Electronics,1,1299
1386,11-02-2023,Karan Singh,Headphones,Electronics,4,1299
1387,28-03-2023,Sneha Jain,Printer,Electronics,1,8999
1388,12-12-2023,Amit Sharma,Chair,Furniture,2,1999
1389,18-03-2023,Neha Verma,Mouse,Electronics,1,499
1390,22-10-2023,Anjali Sharma,Chair,Furniture,1,1999
1391,19-10-2023,Karan Singh,Headphones,Electronics,3,1299
1392,01-05-2023,Anjali Sharma,Printer,Electronics,3,8999
1393,29-01-2023,Rohit Gupta,Marker,Stationery,5,35
1394,19-10-2023,Pooja Sharma,Desk,Furniture,1,3499
1395,26-08-2023,Neha Verma,Desk,Furniture,2,3499
1396,22-05-2023,Amit Sharma,Smartphone,Electronics,4,15999
1397,08-08-2023,Anjali Sharma,Pen,Stationery,4,20
1398,26-04-2023,Karan Singh,Mouse,Electronics,5,499
1399,19-01-2023,Vikas Patel,Marker,Stationery,1,35
1400,06-11-2023,Sneha Jain,Notebook,Stationery,1,99
1401,01-04-2023,Vikas Patel,Marker,Stationery,2,35
1402,03-02-2023,Amit Sharma,Desk,Furniture,1,3499
1403,26-01-2023,Amit Sharma,Laptop,Electronics,3,45999
1404,08-08-2023,Pooja Sharma,Mouse,Electronics,3,499
1405,13-11-2023,Pooja Sharma,Chair,Furniture,1,1999
1406,11-11-2023,Rahul Mehta,Laptop,Electronics,3,45999
1407,09-08-2023,Pooja Sharma,Chair,Furniture,5,1999
1408,11-08-2023,Neha Verma,Desk,Furniture,2,3499
1409,02-09-2023,Rahul Mehta,Headphones,Electronics,1,1299
1410,06-02-2023,Anjali Sharma,Laptop,Electronics,4,45999
1411,15-02-2023,Rohit Gupta,Mouse,Electronics,5,499
1412,18-06-2023,Amit Sharma,Smartphone,Electronics,2,15999
1413,05-09-2023,Amit Sharma,Mouse,Electronics,5,499
1414,02-01-2023,Priya Singh,Printer,Electronics,2,8999
1415,14-07-2023,Rahul Mehta,Mouse,Electronics,3,499
1416,20-05-2023,Amit Sharma,Mouse,Electronics,5,499
1417,04-01-2023,Amit Sharma,Marker,Stationery,3,35
1418,16-03-2023,Amit Sharma,Headphones,Electronics,5,1299
1419,03-06-2023,Neha Verma,Pen,Stationery,3,20
1420,18-05-2023,Anjali Sharma,Mouse,Electronics,3,499
1421,13-03-2023,Rahul Mehta,Marker,Stationery,2,35
1422,08-12-2023,Anjali Sharma,Pen,Stationery,4,20
1423,29-10-2023,Sneha Jain,Smartphone,Electronics,4,15999
1424,13-03-2023,Rohit Gupta,Mouse,Electronics,1,499
1425,14-03-2023,Neha Verma,Chair,Furniture,3,1999
1426,30-12-2023,Rohit Gupta,Printer,Electronics,2,8999
1427,12-01-2023,Neha Verma,Notebook,Stationery,1,99
1428,09-02-2023,Vikas Patel,Laptop,Electronics,1,45999
1429,29-07-2023,Neha Verma,Headphones,Electronics,4,1299
1430,07-05-2023,Rahul Mehta,Smartphone,Electronics,4,15999
1431,19-10-2023,Neha Verma,Printer,Electronics,5,8999
1432,24-02-2023,Vikas Patel,Printer,Electronics,5,8999
1433,20-02-2023,Sneha Jain,Pen,Stationery,4,20
