OrderID,Date,Customer,Product,Category,Quantity,Price
1146,14-10-2023,Amit Sharma,Mouse,Electronics,1,499
1148,27-07-2023,Amit Sharma,Headphones,Electronics,4,1299
1150,13-03-2023,Neha Verma,Laptop,Electronics,4,45999
1156,06-07-2023,Karan Singh,Smartphone,Electronics,4,15999
1157,22-09-2023,Pooja Sharma,Smartphone,Electronics,2,15999
1158,01-11-2023,Rohit Gupta,Printer,Electronics,5,8999
1162,27-06-2023,Amit Sharma,Mouse,Electronics,1,499
1163,31-07-2023,Sneha Jain,Headphones,Electronics,4,1299
1164,31-07-2023,Pooja Sharma,Headphones,Electronics,2,1299
1165,20-02-2023,Priya Singh,Mouse,Electronics,1,499
1166,25-10-2023,Vikas Patel,Printer,Electronics,1,8999
1169,19-01-2023,Karan Singh,Mouse,Electronics,4,499
1170,18-07-2023,Pooja Sharma,Mouse,Electronics,4,499
1174,20-06-2023,Anjali Sharma,Printer,Electronics,1,8999
1176,30-07-2023,Amit Sharma,Laptop,Electronics,3,45999
1177,03-02-2023,Pooja Sharma,Mouse,Electronics,4,499
1178,10-04-2023,Pooja Sharma,Printer,Electronics,2,8999
1179,15-11-2023,Amit Sharma,Printer,Electronics,3,8999
1180,25-01-2023,Priya Singh,Headphones,Electronics,2,1299
1181,15-04-2023,Amit Sharma,Printer,Electronics,4,8999
1185,16-05-2023,Anjali Sharma,Mouse,Electronics,5,499
1187,15-06-2023,Rohit Gupta,Printer,Electronics,2,8999
1193,17-02-2023,Neha Verma,Laptop,Electronics,3,45999
1204,07-05-2023,Neha Verma,Smartphone,Electronics,4,15999
1205,17-02-2023,Rohit Gupta,Printer,Electronics,2,8999
1206,24-01-2023,Rahul Mehta,Smartphone,Electronics,5,15999
1213,28-10-2023,Karan Singh,Mouse,Electronics,1,499
1214,13-05-2023,Sneha Jain,Laptop,Electronics,3,45999
1215,07-06-2023,Rohit Gupta,Mouse,Electronics,4,499
1216,23-11-2023,Vikas Patel,Laptop,Electronics,2,45999
1217,04-01-2023,Neha Verma,Smartphone,Electronics,2,15999
1220,11-07-2023,Sneha Jain,Printer,Electronics,4,8999
1221,28-03-2023,Rohit Gupta,Mouse,Electronics,1,499
1229,30-10-2023,Sneha Jain,Headphones,Electronics,3,1299
1234,18-03-2023,Amit Sharma,Mouse,Electronics,1,499
1235,17-12-2023,Neha Verma,Laptop,Electronics,2,45999
1236,09-06-2023,Karan Singh,Laptop,Electronics,3,45999
1237,18-08-2023,Amit Sharma,Mouse,Electronics,5,499
1239,13-07-2023,Rohit Gupta,Headphones,Electronics,5,1299
1244,24-04-2023,Karan Singh,Printer,Electronics,4,8999
1245,17-08-2023,Sneha Jain,Smartphone,Electronics,2,15999
1246,29-05-2023,Amit Sharma,Mouse,Electronics,5,499
1247,02-02-2023,Sneha Jain,Mouse,Electronics,1,499
1248,28-08-2023,Karan Singh,Laptop,Electronics,3,45999
1253,27-03-2023,Vikas Patel,Headphones,Electronics,2,1299
1255,28-03-2023,Rohit Gupta,Headphones,Electronics,4,1299
1256,08-04-2023,Amit Sharma,Mouse,Electronics,1,499
1258,20-01-2023,Vikas Patel,Mouse,Electronics,2,499
1259,29-10-2023,Pooja Sharma,Headphones,Electronics,1,1299
1263,04-05-2023,Karan Singh,Smartphone,Electronics,3,15999
1266,15-08-2023,Anjali Sharma,Printer,Electronics,5,8999
1267,25-09-2023,Rahul Mehta,Smartphone,Electronics,4,15999
1268,14-04-2023,Anjali Sharma,Smartphone,Electronics,2,15999
1271,19-07-2023,Sneha Jain,Printer,Electronics,3,8999
1274,30-12-2023,Neha Verma,Laptop,Electronics,1,45999
1277,25-09-2023,Sneha Jain,Smartphone,Electronics,1,15999
1278,19-06-2023,Neha Verma,Smartphone,Electronics,4,15999
1279,16-03-2023,Karan Singh,Mouse,Electronics,3,499
1281,07-12-2023,Sneha Jain,Printer,Electronics,1,8999
1282,14-12-2023,Pooja Sharma,Smartphone,Electronics,5,15999
1285,19-03-2023,Karan Singh,Smartphone,Electronics,4,15999
1288,10-03-2023,Pooja Sharma,Printer,Electronics,1,8999
1289,11-07-2023,Neha Verma,Smartphone,Electronics,4,15999
1290,30-07-2023,Amit Sharma,Smartphone,Electronics,2,15999
1292,28-12-2023,Priya Singh,Mouse,Electronics,1,499
1294,17-09-2023,Anjali Sharma,Laptop,Electronics,1,45999
1296,12-12-2023,Pooja Sharma,Laptop,Electronics,4,45999
1298,01-07-2023,Sneha Jain,Headphones,Electronics,3,1299
1300,23-07-2023,Sneha Jain,Smartphone,Electronics,1,15999
1303,23-08-2023,Pooja Sharma,Headphones,Electronics,2,1299
1306,26-09-2023,Amit Sharma,Smartphone,Electronics,5,15999
1308,09-08-2023,Vikas Patel,Printer,Electronics,4,8999
1309,03-06-2023,Priya Singh,Mouse,Electronics,4,499
1314,28-09-2023,Vikas Patel,Laptop,Electronics,4,45999
1315,12-01-2023,Neha Verma,Mouse,Electronics,3,499
1316,13-08-2023,Vikas Patel,Mouse,Electronics,5,499
1317,05-08-2023,Karan Singh,Laptop,Electronics,4,45999
1319,11-12-2023,Karan Singh,Laptop,Electronics,2,45999
1320,28-12-2023,Amit Sharma,Mouse,Electronics,1,499
1321,02-10-2023,Priya Singh,Mouse,Electronics,1,499
1322,30-11-2023,Neha Verma,Mouse,Electronics,1,499
1323,16-09-2023,Sneha Jain,Smartphone,Electronics,3,15999
1325,18-05-2023,Karan Singh,Laptop,Electronics,4,45999
1327,01-12-2023,Karan Singh,Printer,Electronics,1,8999
1330,06-09-2023,Anjali Sharma,Headphones,Electronics,3,1299
1332,23-05-2023,Priya Singh,Mouse,Electronics,5,499
1334,16-10-2023,Rohit Gupta,Printer,Electronics,5,8999
1335,20-05-2023,Karan Singh,Smartphone,Electronics,5,15999
1336,16-04-2023,Sneha Jain,Printer,Electronics,4,8999
1337,23-04-2023,Rahul Mehta,Laptop,Electronics,3,45999
1345,14-04-2023,Amit Sharma,Smartphone,Electronics,2,15999
1350,17-01-2023,Sneha Jain,Mouse,Electronics,5,499
1351,12-06-2023,Vikas Patel,Laptop,Electronics,2,45999
1352,19-11-2023,Amit Sharma,Headphones,Electronics,4,1299
1356,30-08-2023,Vikas Patel,Printer,Electronics,5,8999
1360,03-04-2023,Anjali Sharma,Headphones,Electronics,3,1299
1363,30-08-2023,Neha Verma,Mouse,Electronics,3,499
1364,02-06-2023,Neha Verma,Headphones,Electronics,5,1299
1365,29-09-2023,Priya Singh,Mouse,Electronics,1,499
1367,17-12-2023,Priya Singh,Headphones,Electronics,5,1299
1368,08-03-2023,Vikas Patel,Laptop,Electronics,4,45999
1369,08-07-2023,Neha Verma,Laptop,Electronics,3,45999
1371,29-12-2023,Anjali Sharma,Headphones,Electronics,3,1299
1372,05-05-2023,Karan Singh,Printer,Electronics,1,8999
1373,23-01-2023,Priya Singh,Headphones,Electronics,4,1299
1374,20-09-2023,Rahul Mehta,Laptop,Electronics,4,45999
1379,16-12-2023,Sneha Jain,Headphones,Electronics,5,1299
1382,22-05-2023,Vikas Patel,Smartphone,Electronics,2,15999
1383,17-09-2023,Pooja Sharma,Mouse,Electronics,1,499
1384,15-01-2023,Anjali Sharma,Mouse,Electronics,3,499
1385,18-03-2023,Amit Sharma,Headphones,Electronics,1,1299
1386,11-02-2023,Karan Singh,Headphones,Electronics,4,1299
1387,28-03-2023,Sneha Jain,Printer,Electronics,1,8999
1389,18-03-2023,Neha Verma,Mouse,Electronics,1,499
1391,19-10-2023,Karan Singh,Headphones,Electronics,3,1299
1392,01-05-2023,Anjali Sharma,Printer,Electronics,3,8999
1396,22-05-2023,Amit Sharma,Smartphone,Electronics,4,15999
1398,26-04-2023,Karan Singh,Mouse,Electronics,5,499
1403,26-01-2023,Amit Sharma,Laptop,Electronics,3,45999
1404,08-08-2023,Pooja Sharma,Mouse,Electronics,3,499
1406,11-11-2023,Rahul Mehta,Laptop,Electronics,3,45999
1409,02-09-2023,Rahul Mehta,Headphones,Electronics,1,1299
1410,06-02-2023,Anjali Sharma,Laptop,Electronics,4,45999
1411,15-02-2023,Rohit Gupta,Mouse,Electronics,5,499
1412,18-06-2023,Amit Sharma,Smartphone,Electronics,2,15999
1413,05-09-2023,Amit Sharma,Mouse,Electronics,5,499
1414,02-01-2023,Priya Singh,Printer,Electronics,2,8999
1415,14-07-2023,Rahul Mehta,Mouse,Electronics,3,499
1416,20-05-2023,Amit Sharma,Mouse,Electronics,5,499
1418,16-03-2023,Amit Sharma,Headphones,Electronics,5,1299
1420,18-05-2023,Anjali Sharma,Mouse,Electronics,3,499
1423,29-10-2023,Sneha Jain,Smartphone,Electronics,4,15999
1424,13-03-2023,Rohit Gupta,Mouse,Electronics,1,499
1426,30-12-2023,Rohit Gupta,Printer,Electronics,2,8999
1428,09-02-2023,Vikas Patel,Laptop,Electronics,1,45999
1429,29-07-2023,Neha Verma,Headphones,Electronics,4,1299
1430,07-05-2023,Rahul Mehta,Smartphone,Electronics,4,15999
1431,19-10-2023,Neha Verma,Printer,Electronics,5,8999
1432,24-02-2023,Vikas Patel,Printer,Electronics,5,8999
1434,11-08-2023,Amit Sharma,Smartphone,Electronics,3,15999
1435,09-03-2023,Rahul Mehta,Laptop,Electronics,4,45999
1438,09-12-2023,Vikas Patel,Smartphone,Electronics,5,15999
1439,23-10-2023,Pooja Sharma,Headphones,Electronics,2,1299
1441,07-03-2023,Neha Verma,Headphones,Electronics,2,1299
1442,20-06-2023,Amit Sharma,Mouse,Electronics,2,499
1443,11-02-2023,Pooja Sharma,Smartphone,Electronics,4,15999
1447,17-02-2023,Rahul Mehta,Mouse,Electronics,4,499
1449,15-07-2023,Amit Sharma,Printer,Electronics,4,8999
1454,02-05-2023,Anjali Sharma,Smartphone,Electronics,4,15999
1457,03-04-2023,Rahul Mehta,Mouse,Electronics,1,499
1458,13-12-2023,Sneha Jain,Headphones,Electronics,1,1299
1459,30-07-2023,Anjali Sharma,Smartphone,Electronics,1,15999
1460,08-04-2023,Vikas Patel,Printer,Electronics,4,8999
1461,09-03-2023,Priya Singh,Smartphone,Electronics,5,15999
1462,01-05-2023,Rahul Mehta,Smartphone,Electronics,1,15999
1468,08-03-2023,Vikas Patel,Mouse,Electronics,1,499
1469,24-10-2023,Pooja Sharma,Smartphone,Electronics,1,15999
1472,20-01-2023,Pooja Sharma,Printer,Electronics,5,8999
1476,21-05-2023,Rohit Gupta,Headphones,Electronics,5,1299
1478,24-07-2023,Priya Singh,Laptop,Electronics,3,45999
1480,24-06-2023,Rahul Mehta,Laptop,Electronics,1,45999
1483,03-01-2023,Anjali Sharma,Smartphone,Electronics,3,15999
1485,23-04-2023,Karan Singh,Printer,Electronics,3,8999
1489,29-06-2023,Sneha Jain,Printer,Electronics,5,8999
1491,08-06-2023,Sneha Jain,Headphones,Electronics,4,1299
1493,26-10-2023,Rohit Gupta,Laptop,Electronics,2,45999
1494,04-02-2023,Anjali Sharma,Printer,Electronics,1,8999
1495,14-07-2023,Rohit Gupta,Headphones,Electronics,3,1299
1496,22-01-2023,Vikas Patel,Printer,Electronics,4,8999
1497,10-04-2023,Anjali Sharma,Printer,Electronics,4,8999
1499,27-08-2023,Anjali Sharma,Smartphone,Electronics,4,15999
1501,11-09-2023,Vikas Patel,Headphones,Electronics,3,1299
1502,21-10-2023,Karan Singh,Mouse,Electronics,5,499
1503,19-10-2023,Neha Verma,Laptop,Electronics,3,45999
1504,09-02-2023,Rahul Mehta,Mouse,Electronics,2,499
1508,10-08-2023,Rohit Gupta,Laptop,Electronics,5,45999
1509,13-10-2023,Vikas Patel,Headphones,Electronics,1,1299
1512,21-06-2023,Pooja Sharma,Mouse,Electronics,1,499
1520,16-11-2023,Neha Verma,Headphones,Electronics,1,1299
1522,22-06-2023,Neha Verma,Smartphone,Electronics,5,15999
1524,28-09-2023,Anjali Sharma,Smartphone,Electronics,3,15999
1525,03-09-2023,Rohit Gupta,Mouse,Electronics,4,499
1527,31-12-2023,Rahul Mehta,Headphones,Electronics,3,1299
1528,27-10-2023,Priya Singh,Laptop,Electronics,4,45999
1529,16-06-2023,Sneha Jain,Smartphone,Electronics,1,15999
1531,14-03-2023,Sneha Jain,Smartphone,Electronics,5,15999
1532,30-12-2023,Amit Sharma,Printer,Electronics,2,8999
1533,05-05-2023,Priya Singh,Laptop,Electronics,1,45999
1534,08-11-2023,Anjali Sharma,Headphones,Electronics,2,1299
1535,04-05-2023,Priya Singh,Mouse,Electronics,1,499
1536,07-02-2023,Anjali Sharma,Mouse,Electronics,1,499
1539,29-10-2023,Neha Verma,Headphones,Electronics,2,1299
1542,17-11-2023,Pooja Sharma,Headphones,Electronics,5,1299
1546,09-04-2023,Vikas Patel,Smartphone,Electronics,4,15999
1547,06-12-2023,Karan Singh,Smartphone,Electronics,3,15999
1549,12-08-2023,Amit Sharma,Headphones,Electronics,1,1299
1551,08-12-2023,Anjali Sharma,Mouse,Electronics,2,499
1552,01-11-2023,Neha Verma,Headphones,Electronics,3,1299
1554,15-03-2023,Rahul Mehta,Printer,Electronics,2,8999
1555,29-03-2023,Priya Singh,Printer,Electronics,4,8999
1557,11-01-2023,Vikas Patel,Printer,Electronics,5,8999
1558,06-07-2023,Anjali Sharma,Headphones,Electronics,1,1299
1561,28-03-2023,Neha Verma,Smartphone,Electronics,5,15999
1563,09-07-2023,Karan Singh,Mouse,Electronics,2,499
1564,23-08-2023,Vikas Patel,Printer,Electronics,1,8999
1565,15-09-2023,Sneha Jain,Smartphone,Electronics,1,15999
1566,17-12-2023,Sneha Jain,Headphones,Electronics,1,1299
1567,18-11-2023,Vikas Patel,Printer,Electronics,1,8999
1569,25-04-2023,Vikas Patel,Printer,Electronics,5,8999
1571,12-11-2023,Pooja Sharma,Smartphone,Electronics,4,15999
1572,04-10-2023,Amit Sharma,Headphones,Electronics,1,1299
1573,17-12-2023,Pooja Sharma,Mouse,Electronics,3,499
1574,28-12-2023,Priya Singh,Laptop,Electronics,3,45999
1577,16-03-2023,Anjali Sharma,Smartphone,Electronics,5,15999
1578,07-12-2023,Rohit Gupta,Headphones,Electronics,4,1299
1579,27-04-2023,Rahul Mehta,Mouse,Electronics,1,499
1580,08-11-2023,Sneha Jain,Smartphone,Electronics,3,15999
1581,11-11-2023,Amit Sharma,Printer,Electronics,3,8999
1585,16-11-2023,Rahul Mehta,Headphones,Electronics,5,1299
1588,08-09-2023,Neha Verma,Printer,Electronics,2,8999
1591,21-10-2023,Sneha Jain,Smartphone,Electronics,3,15999
1592,01-09-2023,Sneha Jain,Headphones,Electronics,4,1299
1596,29-07-2023,Priya Singh,Printer,Electronics,1,8999
1599,22-11-2023,Amit Sharma,Headphones,Electronics,2,1299
1600,16-01-2023,Anjali Sharma,Mouse,Electronics,3,499
1602,20-04-2023,Rahul Mehta,Headphones,Electronics,5,1299
1605,16-09-2023,Pooja Sharma,Mouse,Electronics,3,499
1606,25-03-2023,Priya Singh,Printer,Electronics,3,8999
1607,10-05-2023,Sneha Jain,Mouse,Electronics,2,499
1608,28-01-2023,Rohit Gupta,Printer,Electronics,3,8999
1612,31-12-2023,Priya Singh,Mouse,Electronics,5,499
1613,10-10-2023,Pooja Sharma,Printer,Electronics,5,8999
1614,05-09-2023,Rahul Mehta,Laptop,Electronics,3,45999
1618,08-09-2023,Vikas Patel,Mouse,Electronics,4,499
1624,06-10-2023,Neha Verma,Headphones,Electronics,4,1299
1626,07-06-2023,Amit Sharma,Printer,Electronics,2,8999
1628,05-02-2023,Neha Verma,Mouse,Electronics,3,499
1634,28-11-2023,Rahul Mehta,Mouse,Electronics,5,499
1635,28-11-2023,Sneha Jain,Smartphone,Electronics,5,15999
1637,05-05-2023,Rohit Gupta,Laptop,Electronics,4,45999
1641,26-03-2023,Priya Singh,Printer,Electronics,4,8999
1642,16-06-2023,Karan Singh,Headphones,Electronics,4,1299
1643,20-08-2023,Vikas Patel,Smartphone,Electronics,2,15999
1644,17-05-2023,Vikas Patel,Smartphone,Electronics,2,15999
1646,01-03-2023,Vikas Patel,Printer,Electronics,1,8999
1648,05-01-2023,Amit Sharma,Smartphone,Electronics,4,15999
1652,15-12-2023,Pooja Sharma,Printer,Electronics,3,8999
1654,03-07-2023,Rohit Gupta,Mouse,Electronics,4,499
1656,30-06-2023,Amit Sharma,Laptop,Electronics,3,45999
1657,31-12-2023,Neha Verma,Mouse,Electronics,2,499
1659,30-06-2023,Rohit Gupta,Printer,Electronics,5,8999
1660,14-02-2023,Pooja Sharma,Printer,Electronics,4,8999
1662,03-12-2023,Vikas Patel,Headphones,Electronics,2,1299
1664,26-03-2023,Rohit Gupta,Printer,Electronics,2,8999
1665,19-02-2023,Priya Singh,Laptop,Electronics,5,45999
1667,03-01-2023,Anjali Sharma,Headphones,Electronics,5,1299
1669,04-06-2023,Priya Singh,Printer,Electronics,3,8999
1670,31-01-2023,Anjali Sharma,Smartphone,Electronics,1,15999
1671,18-01-2023,Anjali Sharma,Headphones,Electronics,4,1299
1673,21-12-2023,Sneha Jain,Smartphone,Electronics,1,15999
1675,07-12-2023,Rahul Mehta,Smartphone,Electronics,3,15999
1676,09-01-2023,Priya Singh,Laptop,Electronics,2,45999
1681,25-05-2023,Amit Sharma,Laptop,Electronics,2,45999
1682,12-05-2023,Pooja Sharma,Smartphone,Electronics,1,15999
1683,05-03-2023,Vikas Patel,Mouse,Electronics,5,499
1685,06-12-2023,Vikas Patel,Printer,Electronics,5,8999
1687,27-07-2023,Neha Verma,Printer,Electronics,5,8999
1693,19-04-2023,Rahul Mehta,Smartphone,Electronics,3,15999
1694,04-12-2023,Vikas Patel,Laptop,Electronics,1,45999
1696,06-11-2023,Sneha Jain,Laptop,Electronics,1,45999
1697,22-11-2023,Vikas Patel,Smartphone,Electronics,1,15999
1699,14-11-2023,Amit Sharma,Laptop,Electronics,3,45999
1703,25-11-2023,Rohit Gupta,Mouse,Electronics,3,499
1706,27-03-2023,Karan Singh,Mouse,Electronics,4,499
1707,28-06-2023,Vikas Patel,Smartphone,Electronics,5,15999
1708,12-05-2023,Priya Singh,Headphones,Electronics,1,1299
1710,11-09-2023,Rahul Mehta,Printer,Electronics,2,8999
1713,26-12-2023,Neha Verma,Laptop,Electronics,5,45999
1715,28-03-2023,Amit Sharma,Headphones,Electronics,1,1299
1720,12-10-2023,Amit Sharma,Mouse,Electronics,1,499
1721,08-06-2023,Sneha Jain,Laptop,Electronics,3,45999
1722,19-07-2023,Neha Verma,Smartphone,Electronics,4,15999
1724,29-07-2023,Rahul Mehta,Smartphone,Electronics,2,15999
1730,19-08-2023,Karan Singh,Laptop,Electronics,2,45999
1733,28-01-2023,Priya Singh,Mouse,Electronics,3,499
1736,07-07-2023,Karan Singh,Printer,Electronics,1,8999
1739,25-06-2023,Priya Singh,Smartphone,Electronics,2,15999
1741,15-05-2023,Sneha Jain,Mouse,Electronics,4,499
1743,07-11-2023,Sneha Jain,Smartphone,Electronics,2,15999
1744,04-07-2023,Sneha Jain,Mouse,Electronics,3,499
1745,25-09-2023,Amit Sharma,Laptop,Electronics,5,45999
1746,08-02-2023,Vikas Patel,Headphones,Electronics,2,1299
1747,14-01-2023,Rahul Mehta,Laptop,Electronics,2,45999
1748,22-11-2023,Amit Sharma,Mouse,Electronics,2,499
1750,07-02-2023,Vikas Patel,Headphones,Electronics,1,1299
1751,27-09-2023,Karan Singh,Smartphone,Electronics,2,15999
1753,24-10-2023,Sneha Jain,Laptop,Electronics,4,45999
1756,25-07-2023,Anjali Sharma,Headphones,Electronics,5,1299
1759,14-07-2023,Anjali Sharma,Headphones,Electronics,5,1299
1760,07-07-2023,Anjali Sharma,Mouse,Electronics,5,499
1762,23-07-2023,Neha Verma,Printer,Electronics,4,8999
1763,14-05-2023,Pooja Sharma,Laptop,Electronics,5,45999
1765,16-08-2023,Priya Singh,Printer,Electronics,4,8999
1767,05-02-2023,Rahul Mehta,Laptop,Electronics,4,45999
1768,10-05-2023,Neha Verma,Mouse,Electronics,3,499
1769,08-07-2023,Anjali Sharma,Mouse,Electronics,2,499
1771,12-12-2023,Karan Singh,Headphones,Electronics,3,1299
1776,02-01-2023,Priya Singh,Printer,Electronics,3,8999
1777,11-04-2023,Karan Singh,Printer,Electronics,1,8999
1779,29-05-2023,Vikas Patel,Smartphone,Electronics,4,15999
1780,13-07-2023,Karan Singh,Laptop,Electronics,3,45999
1781,31-03-2023,Anjali Sharma,Laptop,Electronics,2,45999
1782,16-01-2023,Priya Singh,Laptop,Electronics,3,45999
1783,26-05-2023,Karan Singh,Printer,Electronics,1,8999
1786,10-04-2023,Vikas Patel,Printer,Electronics,1,8999
1787,05-02-2023,Neha Verma,Printer,Electronics,2,8999
1788,20-01-2023,Priya Singh,Printer,Electronics,4,8999
1789,23-08-2023,Priya Singh,Smartphone,Electronics,3,15999
1790,03-02-2023,Neha Verma,Headphones,Electronics,3,1299
1792,09-11-2023,Karan Singh,Printer,Electronics,5,8999
1794,11-10-2023,Neha Verma,Printer,Electronics,4,8999
1795,10-11-2023,Priya Singh,Printer,Electronics,4,8999
1799,07-06-2023,Anjali Sharma,Mouse,Electronics,3,499
1801,28-04-2023,Rohit Gupta,Mouse,Electronics,4,499
1802,26-04-2023,Priya Singh,Printer,Electronics,3,8999
1803,11-02-2023,Amit Sharma,Smartphone,Electronics,2,15999
1808,16-05-2023,Vikas Patel,Laptop,Electronics,1,45999
1812,16-08-2023,Neha Verma,Laptop,Electronics,4,45999
1814,09-09-2023,Rohit Gupta,Mouse,Electronics,4,499
1817,07-07-2023,Pooja Sharma,Headphones,Electronics,1,1299
1819,16-12-2023,Vikas Patel,Laptop,Electronics,5,45999
1820,18-06-2023,Priya Singh,Smartphone,Electronics,3,15999
1823,13-10-2023,Rohit Gupta,Mouse,Electronics,3,499
1825,17-11-2023,Priya Singh,Smartphone,Electronics,5,15999
1829,02-11-2023,Amit Sharma,Printer,Electronics,4,8999
1830,16-10-2023,Vikas Patel,Smartphone,Electronics,2,15999
1831,02-11-2023,Amit Sharma,Smartphone,Electronics,3,15999
1832,27-02-2023,Anjali Sharma,Laptop,Electronics,1,45999
1835,26-09-2023,Priya Singh,Mouse,Electronics,2,499
1839,28-10-2023,Amit Sharma,Laptop,Electronics,4,45999
1841,19-08-2023,Rahul Mehta,Printer,Electronics,5,8999
1845,27-11-2023,Rahul Mehta,Headphones,Electronics,1,1299
1846,15-09-2023,Anjali Sharma,Printer,Electronics,1,8999
1853,02-09-2023,Vikas Patel,Smartphone,Electronics,3,15999
1855,30-12-2023,Amit Sharma,Smartphone,Electronics,2,15999
1857,24-09-2023,Rohit Gupta,Headphones,Electronics,1,1299
1859,02-10-2023,Priya Singh,Mouse,Electronics,2,499
1860,06-02-2023,Karan Singh,Printer,Electronics,5,8999
1861,29-06-2023,Amit Sharma,Smartphone,Electronics,3,15999
1862,30-03-2023,Rohit Gupta,Printer,Electronics,2,8999
1863,27-11-2023,Vikas Patel,Printer,Electronics,1,8999
1866,29-06-2023,Vikas Patel,Printer,Electronics,2,8999
1867,30-01-2023,Rahul Mehta,Laptop,Electronics,2,45999
1868,19-09-2023,Anjali Sharma,Headphones,Electronics,5,1299
1869,29-03-2023,Priya Singh,Printer,Electronics,5,8999
1871,03-07-2023,Rohit Gupta,Laptop,Electronics,5,45999
1879,31-03-2023,Sneha Jain,Mouse,Electronics,1,499
